num;IDBVA;STATUT;AGE;SEXE;AGE4T;RS4;HABITAT;Typeabonnement;Typecompteur;Puissancesouscrite;Typecommune;Radiateurselectriques;Balloneauchaudeelectrique;Bornerecharge;Autresourceenergie;Q11;Q12;Q13;Q14;Q2;Q3;Q4;Q51;Q52;Q6;Q71;Q72;Q8;Q91;Q92;Q10;Q111;Q112;Q131;Q132;Q141;Q151;Q152;Q16;Q17;Q181;Q182;Q19;Q20;Q21;Q22;Q24;Q25;RS11;prob5inf;prob5sup;Q11B;Q12B;Q13B;Q14B;Q2B;Q3B;Q4B;Q51B;Q52B;Q6B;score16;score15;prob1_5inf;prob1_5sup;prob2_5inf;prob2_5sup;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;NRJ;POIDS;probaInf;probasup
725;30857;Participant;75;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Non;Non;Non;Non;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Non, pas vraiment;Pas du tout gene;Non, pas du tout;Est inchangee;Non;0.5;0.5;0;0;0;0;0;1;0;0;0;0;1;1;0,5;0,5;0,5;0,5;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
147;30866;Participant;28;Homme;<30 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Non;Oui;Non;Non;Non, pas du tout;Oui, plutot;Non, pas du tout;Non, pas du tout;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Non, pas vraiment;Un peu gene;Non, pas du tout;Est inchangee;Non;0.67;0.99;0;1;0;0;0;0;1;1;1;0;4;4;0,67;0,99;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,349;0,817
603;30909;Participant;32;Femme;30-44 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Oui;Oui;Non;Non;Non, pas vraiment;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Lave-vaisselle;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.51;0.67;0;1;1;1;1;1;1;1;1;0;8;8;0,51;0,67;0,21;0,68;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
934;30989;Participant;39;Homme;30-44 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Non;Oui;Non;Oui;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas vraiment gene;Oui, tout a fait;Est inchangee;Non;0.5;0.5;1;0;0;1;1;1;1;1;1;0;7;7;0,5;0,5;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
273;31086;Participant;67;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;6;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.66;0.81;1;0;1;1;1;1;1;1;1;0;8;8;0,66;0,81;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
820;31095;Participant;33;Femme;30-44 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Oui;Oui;Non;Non;Non, pas vraiment;Non, pas du tout;Ne se prononce pas;Ne se prononce pas;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Lave-vaisselle;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, plutot;Pas vraiment gene;Non, pas du tout;S'est degradee;Non;0.5;0.5;0;0;0;0;1;1;1;1;1;0;5;5;0,5;0,5;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
911;31219;Participant;50;Homme;45-59 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Oui;Oui;Oui;Non;Non, pas du tout;Oui, plutot;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.5;0.5;0;1;0;0;1;1;1;1;1;0;6;6;0,5;0,5;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,349;0,817
25;31256;Participant;49;Homme;45-59 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Non;Non;Non;Non;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Ne se prononce pas;;;;;Non, pas du tout;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.66;0.81;0;0;0;0;0;0;0;0;0;0;0;0;0,66;0,81;0,5;0,5;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
954;31338;Participant;36;Homme;30-44 ans;Non;Maison;Tarif de base;Monophase;6;Urbaine;Non;Oui;Non;Non;Ne se prononce pas;Non, pas vraiment;Non, pas du tout;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Ne se prononce pas;;;;;Ne se prononce pas;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.5;0.5;0;0;0;0;1;1;1;1;1;0;5;5;0,5;0,5;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
673;31382;Participant;59;Homme;45-59 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Non;Oui;Non;Oui;Non, pas vraiment;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, plutot;Pas vraiment gene;Ne se prononce pas;Est inchangee;Oui;0.51;0.67;0;1;0;0;1;1;1;1;1;0;6;6;0,51;0,67;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
819;31492;Participant;68;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Non;Non;Non;Non;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, beaucoup;Non;;;Oui;Autres;BALLON D'EAU  CHAUDE;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, plutot;Est inchangee;Non;0.52;0.94;1;0;0;1;1;1;1;1;1;0;7;7;0,52;0,94;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
349;31637;Participant;20;Femme;<30 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Oui;Oui;Non;Non;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Oui, plutot;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Ne se prononce pas;;;;;Oui, tout a fait;Ne se prononce pas;Oui, tout a fait;Est inchangee;Non;0.51;0.67;1;1;1;1;1;1;1;0;1;0;8;8;0,51;0,67;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
210;31664;Participant;50;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Non, pas vraiment;Oui, plutot;Non, pas vraiment;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas vraiment;Oui;Lave-linge;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Non, pas vraiment;Est inchangee;Non;0.66;0.81;0;1;0;0;0;0;0;0;0;0;1;1;0,66;0,81;0,5;0,5;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,691;0,989
201;31989;Participant;34;Homme;30-44 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Non;Oui;Non;Non;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Ne se prononce pas;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Oui;Four,Lave-linge;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Ne se prononce pas;Oui, tout a fait;Est inchangee;Oui;0.66;0.81;0;1;1;0;1;1;1;0;1;0;6;6;0,66;0,81;0,18;0,52;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,691;0,989
400;32120;Participant;81;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Non;Non;Non;Non;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, beaucoup;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Non, pas vraiment;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;1;0;1;1;1;1;1;1;1;0;8;8;0,51;0,67;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
465;32215;Participant;35;Homme;30-44 ans;Non;Appartement;HP/HC;Monophase;6;Urbaine;Non;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, plutot;Pas vraiment gene;Non, pas du tout;S'est degradee;Non;0.51;0.67;0;0;0;0;1;1;1;0;1;0;4;4;0,51;0,67;0,17;0,37;56200.0;3;2;1;1;2;1;1;;1;1;1;1,145098;0,349;0,817
907;32261;Participant;40;Femme;30-44 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Non;Oui;Non;Oui;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Seche-linge,Lave-vaisselle,Television;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;S'est amelioree;Oui;0.5;0.5;1;1;1;1;1;1;1;0;1;0;8;8;0,5;0,5;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
724;32282;Participant;54;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Non, pas du tout;Est inchangee;Oui;0.5;0.5;0;1;1;0;1;1;1;1;1;0;7;7;0,5;0,5;0,18;0,52;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,349;0,817
940;32405;Participant;62;Femme;>= 60 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Non;Oui;Non;Oui;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Oui;Lave-linge,Seche-linge,Lave-vaisselle,Four;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Non, pas vraiment;Pas du tout gene;Oui, tout a fait;S'est degradee;Non;0.5;0.5;1;1;1;1;1;1;0;1;1;0;8;8;0,5;0,5;0,39;0,84;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
326;32417;Participant;80;Femme;>= 60 ans;Non;Maison;Tarif de base;Monophase;6;Urbaine;Non;Non;Non;Non;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas du tout gene;Ne se prononce pas;Est inchangee;Non;0.51;0.67;1;1;1;1;1;1;1;1;1;0;9;9;0,51;0,67;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
26;32985;Participant;35;Homme;30-44 ans;Non;Maison;Tempo;Monophase;6;Rurale;Non;Oui;Non;Oui;Oui, tout a fait;Non, pas du tout;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.66;0.81;1;0;0;1;1;1;1;1;1;0;7;7;0,66;0,81;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
791;33024;Participant;36;Femme;30-44 ans;Non;Maison;Tempo;Monophase;6;Rurale;Non;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Non, pas vraiment;Est inchangee;Non;0.5;0.5;0;0;0;0;1;1;1;1;1;0;5;5;0,5;0,5;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,349;0,817
30;33323;Participant;60;Femme;>= 60 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Non;Non;Non;Non;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Non, pas du tout;Pas du tout gene;Non, pas vraiment;Est inchangee;Non;0.66;0.81;1;1;1;1;0;0;0;0;0;0;4;4;0,66;0,81;0,58;0,87;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
46;33344;Participant;43;Homme;30-44 ans;Non;Maison;Tarif de base;Monophase;6;Rurale;Non;Non;Non;Oui;Ne se prononce pas;Non, pas vraiment;Non, pas vraiment;Ne se prononce pas;Oui, plutot;Oui, tout a fait;Oui, plutot;Ne se prononce pas;Ne se prononce pas;Non;;;;;;;Non, pas du tout;Oui;Lave-linge;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Non, pas du tout;Un peu gene;Oui, plutot;Est inchangee;Non;0.66;0.81;0;0;0;0;1;1;1;0;0;0;3;3;0,66;0,81;0,32;0,44;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
78;33641;Participant;63;Homme;>= 60 ans;Oui;Maison;Tarif de base;Monophase;6;Urbaine;Non;Non;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non;;;;;;;Ne se prononce pas;Oui;Micro-ondes,Machine a cafe,Television;;Oui;Micro-ondes,Machine a cafe,Television;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Non, pas du tout;Un peu gene;Non, pas vraiment;Est inchangee;Non;0.67;0.99;0;0;0;0;0;0;0;0;0;0;0;0;0,67;0,99;0,5;0,5;73110.0;8;5;4;2;1;1;1;;2;1;1;0,761627;0,349;0,817
88;34122;Participant;55;Femme;45-59 ans;Oui;Appartement;Tarif de base;Monophase;6;Urbaine;Oui;Oui;Non;Non;Non, pas vraiment;Non, pas vraiment;Non, pas du tout;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Oui, plutot;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.66;0.81;0;0;0;1;0;1;0;0;1;0;3;3;0,66;0,81;0,35;0,6;69006.0;8;5;8;4;1;1;1;;2;1;1;0,870657;0,692;0,956
624;34482;Participant;71;Homme;>= 60 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, plutot;Est inchangee;Oui;0.51;0.67;1;1;1;1;1;1;1;1;1;0;9;9;0,51;0,67;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
359;34639;Participant;71;Femme;>= 60 ans;Non;Maison;HP/HC;Triphase;12;Rurale;Oui;Oui;Non;Oui;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Non;;;;;;;Oui, un peu;Non;;;Oui;Radiateur electrique;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;1;0;0;1;1;1;1;1;1;0;7;7;0,51;0,67;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
726;35255;Participant;37;Homme;30-44 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Non;Non;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, beaucoup;Oui;Lave-linge,Autres;CHAUFFAGE;Oui;Lave-linge;;Non, il n¶?y avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.5;0.5;0;0;0;0;0;0;0;1;1;0;2;2;0,5;0,5;0,31;0,43;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,349;0,817
92;35409;Participant;39;Femme;30-44 ans;Non;Maison;HP/HC;Monophase;9;Urbaine;Non;Oui;Non;Non;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Non, pas du tout;Non;;;;;;;Oui, un peu;Non;;;Non;;;Non, il n¶?y avait personne a mon domicile;Ne se prononce pas;;;;;Non, pas vraiment;Pas vraiment gene;Oui, plutot;S'est amelioree;Non;0.66;0.81;0;1;1;1;1;1;1;1;0;0;7;7;0,66;0,81;0,37;0,74;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
87;35436;Participant;40;Homme;30-44 ans;Oui;Appartement;HP/HC;Monophase;9;Urbaine;Non;Oui;Non;Non;Non, pas du tout;Non, pas vraiment;Non, pas du tout;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas vraiment;Oui;Radiateur electrique;;Non;;;Oui, j¶?etais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas du tout gene;Ne se prononce pas;Est inchangee;Oui;0.66;0.81;0;0;0;0;1;1;1;1;1;0;5;5;0,66;0,81;0,17;0,37;75010.0;1;1;9;5;1;1;1;;1;1;1;1,051443;0,2;0,457
59;35596;Participant;24;Homme;<30 ans;Non;Maison;Tarif de base;Monophase;6;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Television;;Oui;Lave-linge,Television;;Ne se prononce pas;Non;;;;;Non, pas vraiment;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.66;0.81;1;1;1;1;1;1;1;1;1;0;9;9;0,66;0,81;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,7;0,997
481;35767;Participant;53;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, plutot;Ne se prononce pas;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Non;;;Non;;;Ne se prononce pas;Non;;;;;Non, pas du tout;Pas du tout gene;Ne se prononce pas;S'est degradee;Non;0.52;0.97;1;1;1;1;1;0;0;1;1;0;7;7;0,52;0,97;0,39;0,84;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
709;35888;Participant;24;Homme;<30 ans;Non;Maison;Tarif de base;Monophase;6;Urbaine;Non;Non;Non;Non;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Non, pas vraiment;Non;;;;;;;Oui, un peu;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, plutot;Pas vraiment gene;Oui, plutot;Est inchangee;Non;0.5;0.5;0;0;0;1;1;1;1;1;0;0;5;5;0,5;0,5;0,36;0,61;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,7;0,997
358;35973;Participant;60;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Non;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas vraiment gene;Oui, plutot;Est inchangee;Non;0.51;0.67;0;0;0;0;1;1;1;0;1;0;4;4;0,51;0,67;0,17;0,37;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,5;0,5
625;36159;Participant;56;Femme;45-59 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Non, pas du tout;Un peu gene;Ne se prononce pas;Est inchangee;Non;0.51;0.67;0;0;0;0;1;1;0;1;1;0;4;4;0,51;0,67;0,31;0,43;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,349;0,817
172;36188;Participant;72;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;6;Urbaine;Non;Oui;Non;Non;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas vraiment;Oui;Lave-linge,Lave-vaisselle;;Non;;;Oui, j¶?etais present seul;Oui;Rien;;;Non;Non, pas vraiment;Pas vraiment gene;Non, pas vraiment;Est inchangee;Oui;0.66;0.81;1;1;1;1;1;1;0;1;1;0;8;8;0,66;0,81;0,39;0,84;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,683;0,841
710;36258;Participant;60;Homme;>= 60 ans;Non;Maison;Tarif de base;Monophase;9;Urbaine;Non;Oui;Non;Oui;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.5;0.5;1;1;1;1;1;1;1;1;1;0;9;9;0,5;0,5;0,23;0,8;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,511;0,805
89;36305;Participant;40;Homme;30-44 ans;Non;Maison;Tarif de base;Monophase;9;Urbaine;Non;Oui;Non;Non;Non, pas du tout;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present seul;Ne se prononce pas;;;;;Non, pas vraiment;Pas du tout gene;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0;0;0;0;1;1;1;0;0;0;3;3;0,66;0,81;0,32;0,44;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,2;0,457
526;36393;Participant;74;Femme;>= 60 ans;Non;Maison;HP/HC;Monophase;6;Rurale;Oui;Oui;Non;Non;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, j¶?etais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;1;0;0;1;1;1;1;1;1;0;7;7;0,51;0,67;0,22;0,69;81340.0;7;4;1;1;2;3;;;2;1;1;1,438897;0,692;0,956
